,Symbol,Name,Industry,IndustryCode
420,BOKF,BOK Financial Corp,은행,551010
421,PNFP,Pinnacle Financial Partners Inc,은행,551010
422,OMCL,Omnicell Inc,헬스케어 장비 및 용품,561010
423,DSGX,Descartes Systems Group Inc,소프트웨어 및 IT서비스,572010
424,POWI,Power Integrations Inc,반도체 및 반도체 장비,571010
425,FOXF,Fox Factory Holding Corp,자동차 및 자동차 부품,531010
426,NXST,Nexstar Media Group Inc Class A,미디어 및 출판,533020
427,GSHD,Goosehead Insurance Inc Class A,보험,553010
428,FOLD,Amicus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
429,CRUS,Cirrus Logic Inc,반도체 및 반도체 장비,571010
430,VRM,Vroom Inc,소프트웨어 및 IT서비스,572010
431,SDC,SmileDirectClub Inc Class A,헬스케어 장비 및 용품,561010
432,BPOP,Popular Inc,은행,551010
433,ABCM,Abcam PLC ADR,제약,562010
434,IRTC,iRhythm Technologies Inc,헬스케어 장비 및 용품,561010
435,MEDP,Medpace Holdings Inc,생명과학 및 메디컬 리서치,562020
436,ALLO,Allogene Therapeutics Inc,생명과학 및 메디컬 리서치,562020
437,SSB,South State Corp,은행,551010
438,CROX,Crocs Inc,섬유 및 의류,532020
439,POSH,Poshmark Inc Class A,전문 및 상업 서비스,522030
440,QRTEA,Qurate Retail Inc Series A,다양한 소매업,534020
441,STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
442,LPRO,Open Lending Corp Class A,전문 및 상업 서비스,522030
443,BIGC,Bigcommerce Holdings  Inc. Series 1,소프트웨어 및 IT서비스,572010
444,NARI,Inari Medical Inc,헬스케어 장비 및 용품,561010
445,HCM,Hutchison China MediTech Ltd ADR,제약,562010
446,FEYE,FireEye Inc,소프트웨어 및 IT서비스,572010
447,VERX,Vertex Inc Class A,소프트웨어 및 IT서비스,572010
448,BLI,Berkeley Lights Inc,헬스케어 장비 및 용품,561010
449,TFSL,TFS Financial Corp,은행,551010
450,SMTC,Semtech Corp,반도체 및 반도체 장비,571010
451,SAIA,Saia Inc,화물 및 물류 서비스,524050
452,PPC,Pilgrims Pride Corp,식품 및 담배,541020
453,LANC,Lancaster Colony Corp,식품 및 담배,541020
454,ACIA,Acacia Communications Inc,커뮤니케이션 및 네트워킹,571020
455,EVBG,Everbridge Inc,소프트웨어 및 IT서비스,572010
456,OZK,Bank Ozk,은행,551010
457,ACHC,Acadia Healthcare Company Inc,헬스케어 업체 및 서비스,561020
458,ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
459,RPD,Rapid7 Inc,소프트웨어 및 IT서비스,572010
460,GBCI,Glacier Bancorp Inc,은행,551010
461,FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
462,COHR,Coherent Inc,전자 장비 및 부품,571040
463,ENSG,Ensign Group Inc,헬스케어 업체 및 서비스,561020
464,APHA,Aphria Inc,제약,562010
465,JCOM,j2 Global Inc,통신 서비스,574010
466,ACIW,ACI Worldwide Inc,소프트웨어 및 IT서비스,572010
467,DRVN,Driven Brands Holdings Inc,"개인, 가정 용품 및 서비스",542010
468,WEN,Wendys Co,호텔 및 엔터테인먼트,533010
469,SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
470,NOVT,Novanta Inc,전자 장비 및 부품,571040
471,ARNA,Arena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
472,CBPO,China Biologic Products Holdings Inc,생명과학 및 메디컬 리서치,562020
473,CCMP,CMC Materials Inc,반도체 및 반도체 장비,571010
474,RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
475,AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
476,WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
477,GWPH,GW Pharmaceuticals PLC ADR,생명과학 및 메디컬 리서치,562020
478,GRFS,Grifols SA ADR,제약,562010
479,ROLL,RBC Bearings Inc,"건설장비 및 대형차, 기차, 배",521020
480,JBLU,JetBlue Airways Corp,운송업,524060
481,JOBS,51job Inc ADR,전문 및 상업 서비스,522030
482,TRIP,Tripadvisor Inc,호텔 및 엔터테인먼트,533010
483,ESGR,Enstar Group Ltd,보험,553010
484,IMAB,I-Mab ADR,제약,562010
485,MGNI,Magnite Inc,소프트웨어 및 IT서비스,572010
486,FGEN,FibroGen Inc,생명과학 및 메디컬 리서치,562020
487,EXPO,Exponent Inc,전문 및 상업 서비스,522030
488,GOCO,Gohealth Inc Class A,보험,553010
489,EH,Ehang Holdings Ltd ADR,우주항공 및 국방,521010
490,BAND,Bandwidth Inc Class A,통신 서비스,574010
491,CRNC,Cerence Inc,소프트웨어 및 IT서비스,572010
492,LPSN,LivePerson Inc,소프트웨어 및 IT서비스,572010
493,ALTR,Altair Engineering Inc Class A,소프트웨어 및 IT서비스,572010
494,LSXMA,Liberty Media Corp Series A,미디어 및 출판,533020
495,JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
496,UBSI,United Bankshares Inc,은행,551010
497,LBTYA,Liberty Global PLC Class A,미디어 및 출판,533020
498,NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
499,ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
500,EDIT,Editas Medicine Inc,생명과학 및 메디컬 리서치,562020
501,STMP,Stamps.Com Inc,소프트웨어 및 IT서비스,572010
502,MTSI,MACOM Technology Solutions Holdings Inc,반도체 및 반도체 장비,571010
503,PINC,Premier Inc Class A,헬스케어 업체 및 서비스,561020
504,CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
505,CDNA,CareDx Inc,생명과학 및 메디컬 리서치,562020
506,DOYU,Douyu International Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
507,TREE,LendingTree Inc,은행,551010
508,AEIS,Advanced Energy Industries Inc,반도체 및 반도체 장비,571010
509,CCXI,ChemoCentryx Inc,제약,562010
510,KNSL,Kinsale Capital Group Inc,보험,553010
511,INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
512,VLY,Valley National Bancorp,은행,551010
513,PGNY,Progyny Inc,헬스케어 업체 및 서비스,561020
514,SWTX,SpringWorks Therapeutics Inc,생명과학 및 메디컬 리서치,562020
515,TRUP,Trupanion Inc,보험,553010
516,MRCY,Mercury Systems Inc,우주항공 및 국방,521010
517,RXT,Rackspace Technology Inc,소프트웨어 및 IT서비스,572010
518,NTLA,Intellia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
519,SWAV,Shockwave Medical Inc,헬스케어 장비 및 용품,561010
520,HAIN,Hain Celestial Group Inc,식품 및 담배,541020
521,WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
522,WKHS,Workhorse Group Inc,자동차 및 자동차 부품,531010
523,CELH,Celsius Holdings Inc,음료,541010
524,SLGN,Silgan Holdings Inc,용기 및 포장,513020
525,LOPE,Grand Canyon Education Inc,교육서비스,631010
526,PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
527,HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
528,RIDE,Lordstown Motors Corp Class A,자동차 및 자동차 부품,531010
529,KRNT,Kornit Digital Ltd,"건설장비 및 대형차, 기차, 배",521020
530,CRON,Cronos Group Inc,제약,562010
531,AMKR,Amkor Technology Inc,반도체 및 반도체 장비,571010
532,INOV,Inovalon Holdings Inc Class A,소프트웨어 및 IT서비스,572010
533,SGMS,Scientific Games Corp,호텔 및 엔터테인먼트,533010
534,RETA,Reata Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
535,OCDX,Ortho Clinical Diagnostics Holdings PLC,헬스케어 장비 및 용품,561010
536,AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
537,DIOD,Diodes Inc,반도체 및 반도체 장비,571010
538,LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
539,VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
540,SIGI,Selective Insurance Group Inc,보험,553010
541,MOR,MorphoSys AG ADR,생명과학 및 메디컬 리서치,562020
542,NWS,News Corp Class B,미디어 및 출판,533020
543,ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
544,TIGO,Millicom International Cellular SA,통신 서비스,574010
545,VLDR,Velodyne Lidar Inc,반도체 및 반도체 장비,571010
546,AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
547,VC,Visteon Corp,자동차 및 자동차 부품,531010
548,SEER,Seer Inc Class A,사무기기,571050
549,ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
550,EYE,National Vision Holdings Inc,전문품 상점,534030
551,GO,Grocery Outlet Holding Corp,다양한 소매업,534020
552,RCM,R1 RCM Inc,헬스케어 업체 및 서비스,561020
553,TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
554,PACW,PacWest Bancorp,은행,551010
555,VCYT,Veracyte Inc,생명과학 및 메디컬 리서치,562020
556,CIGI,Colliers International Group Inc,부동산 운영 관리,601010
557,SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
558,SSRM,SSR Mining Inc,메탈&마이닝,512010
559,CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
560,SPSC,SPS Commerce Inc,소프트웨어 및 IT서비스,572010
561,REGI,Renewable Energy Group Inc,재생에너지,502010
562,GOEV,Canoo Inc Class A,기타 금융업,556010
563,SVMK,SVMK Inc,소프트웨어 및 IT서비스,572010
564,CDLX,Cardlytics Inc,미디어 및 출판,533020
565,AHCO,Adapthealth Corp Class A,헬스케어 장비 및 용품,561010
566,LEGN,Legend Biotech Corp ADR,생명과학 및 메디컬 리서치,562020
567,SYNA,Synaptics Inc,"컴퓨터, 전화 및 가전제품",571060
568,VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
569,MTLS,Materialise NV ADR,소프트웨어 및 IT서비스,572010
570,APLS,Apellis Pharmaceuticals Inc,제약,562010
571,OPCH,Option Care Health Inc,헬스케어 업체 및 서비스,561020
572,SRNE,Sorrento Therapeutics Inc,생명과학 및 메디컬 리서치,562020
573,AVT,Avnet Inc,전자 장비 및 부품,571040
574,NIU,NIU Technologies ADR,자동차 및 자동차 부품,531010
575,BCPC,Balchem Corp,식품 및 담배,541020
576,WTFC,Wintrust Financial Corp,은행,551010
577,RCKT,Rocket Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
578,AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
579,MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
580,FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
581,SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
582,HOMB,Home BancShares Inc,은행,551010
583,UMBF,UMB Financial Corp,은행,551010
584,UFPI,Ufp Industries Inc,종이 및 임산물,513010
585,ALKS,Alkermes Plc,생명과학 및 메디컬 리서치,562020
586,SUMO,Sumo Logic Inc,소프트웨어 및 IT서비스,572010
587,OPK,OPKO Health Inc,제약,562010
588,CRSR,Corsair Gaming Inc,"컴퓨터, 전화 및 가전제품",571060
589,AGIO,Agios Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
590,NKTR,Nektar Therapeutics,생명과학 및 메디컬 리서치,562020
591,CORT,Corcept Therapeutics Inc,제약,562010
592,STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
593,FORM,FormFactor Inc,반도체 및 반도체 장비,571010
594,PRLD,Prelude Therapeutics Inc,생명과학 및 메디컬 리서치,562020
595,KTOS,Kratos Defense and Security Solutions Inc,우주항공 및 국방,521010
596,VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
597,CSIQ,Canadian Solar Inc,재생에너지,502010
598,SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
599,MOMO,Momo Inc ADR,소프트웨어 및 IT서비스,572010
600,UMPQ,Umpqua Holdings Corp,은행,551010
601,NSTG,NanoString Technologies Inc,헬스케어 장비 및 용품,561010
602,PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
603,BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
604,PPBI,Pacific Premier Bancorp Inc,은행,551010
605,BHF,Brighthouse Financial Inc,보험,553010
606,OSTK,Overstock.com Inc,소프트웨어 및 IT서비스,572010
607,CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
608,NNOX,Nano-X Imaging Ltd,헬스케어 장비 및 용품,561010
609,TSEM,Tower Semiconductor Ltd,반도체 및 반도체 장비,571010
610,FELE,Franklin Electric Co Inc,"건설장비 및 대형차, 기차, 배",521020
611,TWOU,2U Inc,소프트웨어 및 IT서비스,572010
612,LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
613,TCBI,Texas Capital Bancshares Inc,은행,551010
614,HMSY,HMS Holdings Corp,헬스케어 업체 및 서비스,561020
615,PCH,PotlatchDeltic Corp,주택 및 상업용 리츠,601020
616,BNR,Burning Rock Biotech Ltd ADR,헬스케어 업체 및 서비스,561020
617,BZUN,Baozun Inc ADR,소프트웨어 및 IT서비스,572010
618,IRBT,iRobot Corp,전자 장비 및 부품,571040
619,AMRN,Amarin Corporation PLC ADR,생명과학 및 메디컬 리서치,562020
620,VG,Vonage Holdings Corp,통신 서비스,574010
621,MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
622,VSAT,ViaSat Inc,커뮤니케이션 및 네트워킹,571020
623,FHB,First Hawaiian Inc,은행,551010
624,ALXO,ALX Oncology Holdings Inc,생명과학 및 메디컬 리서치,562020
625,SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
626,TLRY,Tilray Inc,제약,562010
627,ADV,Advantage Solutions Inc Class A,미디어 및 출판,533020
628,CHX,ChampionX Corp,오일 및 가스 장비 및 서비스,501030
629,PS,Pluralsight Inc Class A,소프트웨어 및 IT서비스,572010
630,MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
631,SAFM,Sanderson Farms Inc,식품 및 담배,541020
632,BLUE,bluebird bio Inc,생명과학 및 메디컬 리서치,562020
633,INO,Inovio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
634,HWC,Hancock Whitney Corp,은행,551010
635,IGMS,IGM Biosciences Inc,생명과학 및 메디컬 리서치,562020
636,BBBY,Bed Bath & Beyond Inc,전문품 상점,534030
637,ALGT,Allegiant Travel Co,운송업,524060
638,PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
639,RVMD,Revolution Medicines Inc,생명과학 및 메디컬 리서치,562020
640,GBT,Global Blood Therapeutics Inc,생명과학 및 메디컬 리서치,562020
641,DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
642,NNDM,Nano Dimension Ltd ADR,전자 장비 및 부품,571040
643,EBC,Eastern Bankshares Inc,은행,551010
644,COMM,CommScope Holding Company Inc,커뮤니케이션 및 네트워킹,571020
645,PCRX,Pacira Biosciences Inc,제약,562010
646,ROCK,Gibraltar Industries Inc,주택건설,532030
647,CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
648,CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030
649,SNBR,Sleep Number Corp,가정용품,532040
650,ACCD,Accolade Inc,헬스케어 업체 및 서비스,561020
651,UNIT,Uniti Group Inc,주택 및 상업용 리츠,601020
652,ISBC,Investors Bancorp Inc,은행,551010
653,JJSF,J & J Snack Foods Corp,식품 및 담배,541020
654,PSMT,PriceSmart Inc,다양한 소매업,534020
655,FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
656,ALVR,Allovir Inc,생명과학 및 메디컬 리서치,562020
657,VIE,Viela Bio Inc,생명과학 및 메디컬 리서치,562020
658,MIME,Mimecast Ltd,소프트웨어 및 IT서비스,572010
659,COLB,Columbia Banking System Inc,은행,551010
660,VEON,VEON Ltd ADR,통신 서비스,574010
661,ABCB,Ameris Bancorp,은행,551010
662,CYRX,Cryoport Inc,화물 및 물류 서비스,524050
663,LAUR,Laureate Education Inc Class A,교육서비스,631010
664,ONB,Old National Bancorp,은행,551010
665,SMPL,Simply Good Foods Co,식품 및 담배,541020
666,AVAV,AeroVironment Inc,우주항공 및 국방,521010
667,LGND,Ligand Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
668,TIGR,UP Fintech Holding Ltd ADR,투자은행 및 서비스,551020
669,XNCR,Xencor Inc,생명과학 및 메디컬 리서치,562020
670,CAR,Avis Budget Group Inc,운송업,524060
671,KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
672,BECN,Beacon Roofing Supply Inc,주택건설,532030
673,CATY,Cathay General Bancorp,은행,551010
674,CSOD,Cornerstone OnDemand Inc,소프트웨어 및 IT서비스,572010
675,WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
676,PLMR,Palomar Holdings Inc,보험,553010
677,SHOO,Steven Madden Ltd,섬유 및 의류,532020
678,DCPH,Deciphera Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
679,NWE,NorthWestern Corp,전기 유틸리티,591010
680,RRR,Red Rock Resorts Inc Class A,호텔 및 엔터테인먼트,533010
681,IBTX,Independent Bank Group Inc,은행,551010
682,QFIN,360 DigiTech Inc ADR,은행,551010
683,NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
684,CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
685,NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
686,SFNC,Simmons First National Corp Class A,은행,551010
687,AXSM,Axsome Therapeutics Inc,생명과학 및 메디컬 리서치,562020
688,KYMR,Kymera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
689,FLGT,Fulgent Genetics Inc,헬스케어 장비 및 용품,561010
690,ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
691,LGIH,LGI Homes Inc,주택건설,532030
692,GRWG,GrowGeneration Corp,화학,511010
693,ITCI,Intra-Cellular Therapies Inc,생명과학 및 메디컬 리서치,562020
694,CVBF,CVB Financial Corp,은행,551010
695,EXLS,Exlservice Holdings Inc,전문 및 상업 서비스,522030
696,AUB,Atlantic Union Bankshares Corp,은행,551010
697,PAX,Patria Investments Ltd Class A,투자은행 및 서비스,551020
698,YQ,17 Education & Technology Group Inc ADR,교육서비스,631010
699,HYFM,Hydrofarm Holdings Group Inc,"건설장비 및 대형차, 기차, 배",521020
700,URBN,Urban Outfitters Inc,전문품 상점,534030
701,UCBI,United Community Banks Inc,은행,551010
702,MDRX,Allscripts Healthcare Solutions Inc,헬스케어 장비 및 용품,561010
703,VIACA,ViacomCBS Inc Class A,미디어 및 출판,533020
704,GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
705,PTVE,Pactiv Evergreen Inc,용기 및 포장,513020
706,STAY,Extended Stay America Inc Unit,호텔 및 엔터테인먼트,533010
707,INDB,Independent Bank Corp (Massachusetts),은행,551010
708,MEOH,Methanex Corp,화학,511010
709,COOP,Mr. Cooper Group Inc,은행,551010
710,SSYS,Stratasys Ltd,전자 장비 및 부품,571040
711,VXRT,Vaxart Inc,생명과학 및 메디컬 리서치,562020
712,SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
713,COKE,Coca-Cola Consolidated Inc,음료,541010
714,OPINI,Office Properties Income Trust PRF,주택 및 상업용 리츠,601020
715,SINA,SINA Corp,소프트웨어 및 IT서비스,572010
